block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
a_55091,0,10766,0,0,Silverwood Heights,77106,2_merged_1068300,1055893,
a_55091,0,10766,0,0,Silverwood Heights,77106,2_merged_1068300,1055892,
a_55091,0,10766,0,0,Silverwood Heights,77106,2_merged_1068300,1055891,
a_55091,0,10766,0,0,Silverwood Heights,77105,2_merged_1068300,1055890,
b_55101,0,10799,0,0,City Centre,77639,3_merged_1068303,1062131,
b_55194,0,10808,0,0,Pleasant Hill,77419,2_merged_1068304,1068272,
b_55102,0,10799,0,1,Exhibition,77640,3_merged_1068303,1062136,
b_55101,0,10799,0,1,Exhibition,77640,3_merged_1068303,1062137,
b_55102,0,10799,0,1,Exhibition,77640,3_merged_1068303,1062134,
b_55190,0,10808,0,0,Pleasant Hill,77419,1_merged_1068301,1063710,
b_55101,0,10799,0,1,Exhibition,77640,3_merged_1068303,1062135,
b_55098,0,10799,0,0,City Centre,77639,2_merged_1068304,1062077,
b_55099,0,10799,0,0,City Centre,77639,2_merged_1068304,1062076,
b_55097,0,10799,0,0,City Centre,77639,2_merged_1068304,1062075,
b_55100,0,10799,0,0,City Centre,77639,2_merged_1068304,1062074,
b_55098,0,10799,0,0,City Centre,77639,2_merged_1068304,1062073,
b_55099,0,10799,0,0,City Centre,77639,2_merged_1068304,1062072,
b_55097,0,10799,0,0,City Centre,77639,2_merged_1068304,1062071,
b_55098,0,10799,0,0,City Centre,77639,2_merged_1068304,1062070,
b_55102,0,10799,0,1,Exhibition,77640,3_merged_1068303,1062138,
b_55097,0,10799,0,0,City Centre,77639,2_merged_1068304,1062079,
b_55100,0,10799,0,0,City Centre,77639,2_merged_1068304,1062078,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068215,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068214,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068217,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068216,
a_55357,0,10864,0,1,JBE Market Mall,77664,3_merged_1068299,1068211,
a_55357,0,10864,0,1,JBE Market Mall,77664,3_merged_1068299,1068210,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068213,
a_55357,0,10864,0,1,JBE Market Mall,77664,3_merged_1068299,1068212,
b_55175,0,10806,0,1,City Centre,77410,1_merged_1068301,1063405,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068219,
a_55357,0,10864,0,1,JBE Downtown,77665,3_merged_1068299,1068218,
b_55172,0,10859,0,1,Centre Mall via Taylor,77613,1_merged_1068301,1067249,
b_55160,0,10859,0,1,Centre Mall via Taylor,77612,1_merged_1068301,1067248,
a_54867,0,10747,0,0,City Centre,76872,1_merged_1068297,1049867,
a_54866,0,10747,0,0,City Centre,76872,1_merged_1068297,1049866,
a_54865,0,10747,0,0,City Centre,76872,1_merged_1068297,1049865,
a_54868,0,10747,0,0,City Centre,76872,1_merged_1068297,1049864,
a_54867,0,10747,0,0,City Centre,76872,1_merged_1068297,1049863,
a_54866,0,10747,0,0,City Centre,76872,1_merged_1068297,1049862,
a_54865,0,10747,0,0,City Centre,76872,1_merged_1068297,1049861,
a_54868,0,10747,0,0,City Centre,76872,1_merged_1068297,1049860,
b_55169,0,10806,0,1,City Centre,77410,1_merged_1068301,1063406,
a_54865,0,10747,0,0,City Centre,76872,1_merged_1068297,1049869,
a_54868,0,10747,0,0,City Centre,76872,1_merged_1068297,1049868,
a_54771,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048617,
a_54825,0,10790,0,0,Centre Mall,77059,1_merged_1068297,1052581,
a_54835,0,10790,0,0,Centre Mall,77059,1_merged_1068297,1052582,
b_55348,0,10843,0,0,Lakeview,77543,2_merged_1068304,1066287,
a_54773,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048614,
a_54771,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048613,
a_54833,0,10790,0,1,Centre Mall via Main,77061,1_merged_1068297,1052585,
a_54772,0,10736,0,0,Riversdale,76816,1_merged_1068297,1048611,
a_54830,0,10790,0,1,Centre Mall via Main,77061,1_merged_1068297,1052587,
a_54870,0,10747,0,1,Centre Mall via Lorne,76878,2_merged_1068300,1049962,
a_54872,0,10747,0,1,Centre Mall via Lorne,76878,2_merged_1068300,1049963,
a_54904,0,10746,0,1,College Park,76870,1_merged_1068297,1049744,
a_54901,0,10746,0,1,College Park,76870,1_merged_1068297,1049745,
a_54800,0,10754,0,0,Lawson Heights,77100,1_merged_1068297,1055584,
a_54885,0,10743,0,0,North Industrial,76852,1_merged_1068297,1049210,
a_54903,0,10746,0,1,College Park,76870,1_merged_1068297,1049743,
a_54903,0,10746,0,0,University,76868,1_merged_1068297,1049740,
a_54870,0,10747,0,1,Centre Mall via Lorne,76878,2_merged_1068300,1049965,
a_54799,0,10754,0,0,Lawson Heights,77100,1_merged_1068297,1055587,
b_55210,0,10818,0,1,Centre Mall,77463,2_merged_1068304,1064912,
b_55212,0,10818,0,0,City Centre,77459,3_merged_1068303,1064913,
b_55209,0,10818,0,1,Market Mall,77462,2_merged_1068304,1064910,
b_55209,0,10818,0,1,Centre Mall,77463,2_merged_1068304,1064911,
b_55213,0,10818,0,0,City Centre,77459,3_merged_1068303,1064916,
b_55212,0,10818,0,0,City Centre,77459,3_merged_1068303,1064917,
b_55213,0,10818,0,0,City Centre,77459,3_merged_1068303,1064914,
b_55212,0,10818,0,0,City Centre,77459,3_merged_1068303,1064915,
b_55213,0,10818,0,0,City Centre,77459,3_merged_1068303,1064918,
b_55212,0,10818,0,0,City Centre,77459,3_merged_1068303,1064919,
b_55192,0,10815,0,1,Civic Operations Centre,77446,2_merged_1068304,1064451,
a_54774,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047267,
a_54771,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047266,
a_54773,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047265,
a_54772,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047264,
a_54774,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047263,
a_54771,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047262,
a_54773,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047261,
a_54772,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047260,
b_55266,0,10823,0,1,University,77480,1_merged_1068301,1065065,
b_55267,0,10823,0,1,University,77480,1_merged_1068301,1065064,
b_55267,0,10823,0,1,University,77480,1_merged_1068301,1065067,
b_55268,0,10823,0,1,University,77480,1_merged_1068301,1065066,
a_54869,0,10747,0,1,Centre Mall via Lorne,76878,2_merged_1068300,1049952,
b_55268,0,10823,0,1,University,77480,1_merged_1068301,1065060,
a_54773,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047269,
a_54772,0,10730,0,0,Hudson Bay Park,76768,1_merged_1068297,1047268,
b_55313,0,10854,0,1,Confederation,77575,1_merged_1068301,1066569,
b_55312,0,10854,0,1,Confederation,77575,1_merged_1068301,1066568,
b_55315,0,10854,0,0,University via City Centre,77571,1_merged_1068301,1066561,
b_55309,0,10854,0,0,Confederation Terminal,77572,1_merged_1068301,1066560,
b_55314,0,10854,0,0,University via City Centre,77571,1_merged_1068301,1066563,
b_55311,0,10854,0,0,University via City Centre,77571,1_merged_1068301,1066562,
b_55311,0,10854,0,0,City Centre,77573,1_merged_1068301,1066565,
b_55315,0,10854,0,0,University via City Centre,77571,1_merged_1068301,1066564,
b_55311,0,10854,0,1,Confederation,77575,1_merged_1068301,1066567,
b_55261,0,10854,0,1,Confederation Terminal,77574,1_merged_1068301,1066566,
b_55190,0,10808,0,1,City Centre,77421,1_merged_1068301,1063718,
a_54927,0,10753,0,1,University,76902,1_merged_1068297,1050313,
a_54928,0,10753,0,1,University,76902,1_merged_1068297,1050312,
a_54929,0,10753,0,1,University,76902,1_merged_1068297,1050311,
a_54927,0,10753,0,1,University,76902,1_merged_1068297,1050310,
a_54927,0,10753,0,1,University,76901,1_merged_1068297,1050317,
a_54928,0,10753,0,1,University,76901,1_merged_1068297,1050316,
a_54927,0,10753,0,1,University,76901,1_merged_1068297,1050315,
a_54928,0,10753,0,1,University,76901,1_merged_1068297,1050314,
a_54800,0,10766,0,1,City Centre,77107,1_merged_1068297,1055790,
a_55090,0,10766,0,1,City Centre,77107,1_merged_1068297,1055791,
a_54800,0,10766,0,1,City Centre,77107,1_merged_1068297,1055792,
a_55090,0,10766,0,1,City Centre,77107,1_merged_1068297,1055793,
a_54800,0,10766,0,1,City Centre,77108,1_merged_1068297,1055794,
a_55090,0,10766,0,1,City Centre,77107,1_merged_1068297,1055795,
a_55090,0,10766,0,0,Silverwood Heights,77105,1_merged_1068297,1055796,
a_54800,0,10766,0,0,Silverwood Heights,77105,1_merged_1068297,1055797,
b_55194,0,10808,0,0,Pleasant Hill,77419,2_merged_1068304,1068278,
a_54942,0,10772,0,1,University,76980,1_merged_1068297,1051404,
a_54961,0,10772,0,1,University,76980,1_merged_1068297,1051405,
a_54943,0,10772,0,1,University,76980,1_merged_1068297,1051406,
a_54991,0,10784,0,1,Blairmore,77021,2_merged_1068300,1051951,
a_54942,0,10772,0,1,University,76980,1_merged_1068297,1051400,
a_54960,0,10772,0,1,University,76980,1_merged_1068297,1051401,
a_54942,0,10772,0,1,University,76980,1_merged_1068297,1051402,
a_54991,0,10784,0,1,Blairmore,77021,2_merged_1068300,1051955,
a_54980,0,10784,0,0,University,77013,3_merged_1068299,1051958,
a_54981,0,10784,0,0,University,77013,3_merged_1068299,1051959,
a_54943,0,10772,0,1,University,76980,1_merged_1068297,1051408,
a_54943,0,10772,0,1,University,76980,1_merged_1068297,1051409,
a_55080,0,10733,0,1,Market Mall via Preston,77095,3_merged_1068299,1055243,
a_55080,0,10733,0,1,Market Mall via Preston,77095,3_merged_1068299,1055240,
a_55080,0,10733,0,1,Market Mall via Preston,77095,3_merged_1068299,1055241,
a_55080,0,10733,0,1,Market Mall via Preston,77095,3_merged_1068299,1055247,
a_55080,0,10733,0,1,Market Mall via Preston,77095,3_merged_1068299,1055245,
a_55080,0,10733,0,1,Market Mall via Preston,77095,3_merged_1068299,1055249,
a_54776,0,10730,0,1,City Centre,76769,2_merged_1068300,1047367,
a_54776,0,10730,0,1,City Centre,76769,2_merged_1068300,1047365,
b_55174,0,10861,0,0,Centre Mall,77622,1_merged_1068301,1067569,
b_55166,0,10860,0,0,Centre Mall,77614,1_merged_1068301,1067390,
a_54894,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049528,
a_54893,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049529,
a_54792,0,10771,0,0,Arbor Creek,76974,2_merged_1068300,1051283,
a_54890,0,10744,0,1,Civic Operations Centre,76859,3_merged_1068299,1049522,
a_54890,0,10744,0,1,Civic Operations Centre,76859,3_merged_1068299,1049523,
a_54891,0,10744,0,1,Civic Operations Centre,76859,3_merged_1068299,1049520,
a_54890,0,10744,0,1,Civic Operations Centre,76859,3_merged_1068299,1049521,
a_54893,0,10745,0,0,Stonebridge,76862,1_merged_1068297,1049526,
a_54892,0,10745,0,0,Stonebridge,76861,1_merged_1068297,1049527,
a_54891,0,10744,0,1,Civic Operations Centre,76859,3_merged_1068299,1049524,
a_54892,0,10745,0,0,Stonebridge,76862,1_merged_1068297,1049525,
b_55208,0,10818,0,0,City Centre,77653,2_merged_1068304,1064863,
b_55330,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066745,
b_55332,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066744,
b_55315,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066747,
b_55331,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066746,
b_55315,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066741,
b_55329,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066740,
b_55120,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066743,
b_55329,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066742,
a_54792,0,10771,0,0,Arbor Creek,76974,2_merged_1068300,1051285,
b_55223,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066749,
b_55259,0,10855,0,1,Blairmore,77585,1_merged_1068301,1066748,
b_55312,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067037,
b_55247,0,10849,0,1,University,77563,2_merged_1068304,1066490,
b_55155,0,10804,0,0,Broadway,77401,2_merged_1068304,1063085,
b_55135,0,10803,0,0,McCormack,77393,1_merged_1068301,1062718,
b_55137,0,10803,0,0,,77387,1_merged_1068301,1062719,
b_55106,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062248,
b_55106,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062249,
b_55155,0,10804,0,0,Broadway,77401,2_merged_1068304,1063084,
b_55105,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062244,
b_55139,0,10803,0,0,City Centre,77391,1_merged_1068301,1062713,
b_55105,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062246,
b_55135,0,10803,0,0,City Centre,77391,1_merged_1068301,1062711,
b_55136,0,10803,0,0,City Centre,77391,1_merged_1068301,1062716,
b_55105,0,10800,0,0,Meadowgreen,77641,2_merged_1068304,1062241,
b_55137,0,10803,0,0,City Centre,77391,1_merged_1068301,1062714,
b_55135,0,10803,0,0,City Centre,77391,1_merged_1068301,1062715,
a_54758,0,10734,0,1,City Centre,76806,2_merged_1068300,1048381,
a_54760,0,10734,0,1,City Centre,76806,2_merged_1068300,1048380,
a_54759,0,10734,0,1,City Centre,76806,2_merged_1068300,1048383,
a_54829,0,10792,0,1,Centre Mall,77069,1_merged_1068297,1052819,
a_54861,0,10740,0,1,City Centre,76835,1_merged_1068297,1048929,
a_54860,0,10740,0,1,City Centre,76835,1_merged_1068297,1048928,
a_54832,0,10735,0,1,City Centre,76815,1_merged_1068297,1048439,
a_54830,0,10735,0,1,City Centre,76815,1_merged_1068297,1048438,
a_54861,0,10740,0,1,City Centre,76836,1_merged_1068297,1048925,
a_54829,0,10735,0,1,City Centre,76815,1_merged_1068297,1048436,
a_54827,0,10735,0,1,City Centre,76815,1_merged_1068297,1048435,
a_54860,0,10740,0,1,City Centre,76836,1_merged_1068297,1048926,
a_54861,0,10740,0,1,City Centre,76835,1_merged_1068297,1048921,
a_54860,0,10740,0,1,City Centre,76835,1_merged_1068297,1048920,
a_54834,0,10735,0,1,City Centre,76815,1_merged_1068297,1048431,
a_54860,0,10740,0,1,City Centre,76835,1_merged_1068297,1048922,
b_55155,0,10804,0,0,City Centre,77402,2_merged_1068304,1063083,
a_54798,0,10744,0,1,Civic Operations Centre,76860,1_merged_1068297,1049388,
a_54850,0,10744,0,1,Civic Operations Centre,76859,1_merged_1068297,1049389,
a_54797,0,10744,0,1,Civic Operations Centre,76860,1_merged_1068297,1049386,
a_54852,0,10744,0,1,Civic Operations Centre,76859,1_merged_1068297,1049387,
a_54852,0,10744,0,1,Civic Operations Centre,76859,1_merged_1068297,1049384,
a_54851,0,10744,0,1,Civic Operations Centre,76859,1_merged_1068297,1049385,
a_54799,0,10744,0,1,Civic Operations Centre,76860,1_merged_1068297,1049382,
a_54852,0,10744,0,1,Civic Operations Centre,76859,1_merged_1068297,1049383,
a_54797,0,10744,0,1,Civic Operations Centre,76860,1_merged_1068297,1049380,
a_54798,0,10744,0,1,Civic Operations Centre,76860,1_merged_1068297,1049381,
b_55147,0,10803,0,1,City Centre,77399,3_merged_1068303,1062933,
a_54771,0,10736,0,1,City Centre,76820,1_merged_1068297,1048659,
a_54771,0,10736,0,1,City Centre,76821,1_merged_1068297,1048658,
b_55176,0,10862,0,0,Briarwood,77629,2_merged_1068304,1067708,
a_54772,0,10736,0,1,City Centre,76821,1_merged_1068297,1048653,
a_54771,0,10736,0,1,City Centre,76821,1_merged_1068297,1048652,
a_54772,0,10736,0,1,City Centre,76821,1_merged_1068297,1048651,
a_54773,0,10736,0,1,City Centre,76821,1_merged_1068297,1048650,
a_54772,0,10736,0,1,City Centre,76821,1_merged_1068297,1048657,
a_54771,0,10736,0,1,City Centre,76821,1_merged_1068297,1048656,
a_54772,0,10736,0,1,City Centre,76821,1_merged_1068297,1048655,
a_54771,0,10736,0,1,City Centre,76821,1_merged_1068297,1048654,
b_55152,0,10804,0,1,Broadway,77405,1_merged_1068301,1063049,
b_55153,0,10804,0,1,Broadway,77405,1_merged_1068301,1063048,
b_55110,0,10807,0,1,City Centre via Riversdale,77416,1_merged_1068301,1063599,
b_55112,0,10807,0,1,City Centre via Riversdale,77416,1_merged_1068301,1063598,
b_55313,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067038,
b_55309,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067039,
b_55152,0,10804,0,1,Broadway,77405,1_merged_1068301,1063041,
b_55338,0,10813,0,0,Lawson Heights,77436,1_merged_1068301,1068023,
b_55338,0,10813,0,0,Lawson Heights,77436,1_merged_1068301,1068020,
b_55153,0,10804,0,1,Broadway,77405,1_merged_1068301,1063042,
b_55310,0,10858,0,0,University via City Centre,77603,1_merged_1068301,1067030,
b_55112,0,10807,0,1,City Centre via Riversdale,77416,1_merged_1068301,1063596,
b_55339,0,10813,0,0,Lawson Heights,77436,1_merged_1068301,1068024,
b_55153,0,10804,0,1,Broadway,77405,1_merged_1068301,1063046,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064219,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064218,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064211,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064210,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064213,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064212,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064215,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064214,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064217,
b_55227,0,10814,0,0,North Industrial,77439,2_merged_1068304,1064216,
a_54828,0,10789,0,0,Centre Mall,77052,1_merged_1068297,1052368,
a_54831,0,10789,0,0,Centre Mall,77052,1_merged_1068297,1052369,
b_55116,0,10807,0,0,Riversdale,77413,2_merged_1068304,1063627,
b_55114,0,10807,0,0,Riversdale,77413,2_merged_1068304,1063626,
a_54788,0,10731,0,1,City Centre,76772,1_merged_1068297,1047458,
a_54786,0,10731,0,1,City Centre,76772,1_merged_1068297,1047459,
b_55116,0,10807,0,0,Riversdale,77413,2_merged_1068304,1063623,
b_55114,0,10807,0,0,Riversdale,77413,2_merged_1068304,1063622,
a_54782,0,10731,0,1,City Centre,76772,1_merged_1068297,1047454,
a_54787,0,10731,0,1,City Centre,76772,1_merged_1068297,1047455,
a_54784,0,10731,0,1,City Centre,76772,1_merged_1068297,1047456,
a_54785,0,10731,0,1,City Centre,76772,1_merged_1068297,1047457,
a_54785,0,10731,0,1,City Centre,76772,1_merged_1068297,1047450,
a_54788,0,10731,0,1,City Centre,76772,1_merged_1068297,1047451,
a_54823,0,10789,0,0,Centre Mall,77052,1_merged_1068297,1052366,
a_54825,0,10789,0,0,Centre Mall,77052,1_merged_1068297,1052367,
b_55193,0,10808,0,1,City Centre,77421,2_merged_1068304,1068248,
b_55192,0,10808,0,1,City Centre,77421,2_merged_1068304,1068249,
a_54767,0,10729,0,1,City Centre,76767,2_merged_1068300,1047186,
a_54766,0,10729,0,1,City Centre,76767,2_merged_1068300,1047187,
a_54767,0,10729,0,1,City Centre,76767,2_merged_1068300,1047184,
a_54766,0,10729,0,1,City Centre,76767,2_merged_1068300,1047185,
a_54767,0,10729,0,1,City Centre,76767,2_merged_1068300,1047182,
a_54915,0,10764,0,1,Centre Mall,77375,1_merged_1068297,1061998,
a_54767,0,10729,0,1,City Centre,76767,2_merged_1068300,1047180,
a_54767,0,10729,0,1,City Centre,76767,2_merged_1068300,1047181,
a_54824,0,10791,0,0,Centre Mall,77063,1_merged_1068297,1061997,
a_55086,0,10754,0,0,City Centre,77370,1_merged_1068297,1061996,
b_55265,0,10823,0,1,University,77479,1_merged_1068301,1067964,
a_54767,0,10729,0,1,City Centre,76767,2_merged_1068300,1047188,
a_54766,0,10729,0,1,City Centre,76767,2_merged_1068300,1047189,
b_55196,0,10823,0,1,University,77479,1_merged_1068301,1067965,
b_55193,0,10808,0,1,City Centre,77421,2_merged_1068304,1068242,
b_55141,0,10803,0,1,City Centre,77399,2_merged_1068304,1062878,
b_55192,0,10808,0,1,City Centre,77421,2_merged_1068304,1068243,
b_55194,0,10808,0,1,City Centre,77421,2_merged_1068304,1068241,
b_55141,0,10803,0,1,Confederation Terminal,77396,2_merged_1068304,1062873,
b_55144,0,10803,0,1,City Centre,77397,2_merged_1068304,1062872,
b_55212,0,10812,0,0,River Heights,77430,3_merged_1068303,1064075,
b_55213,0,10812,0,0,River Heights,77430,3_merged_1068303,1064074,
b_55212,0,10812,0,0,River Heights,77430,3_merged_1068303,1064077,
b_55213,0,10812,0,0,River Heights,77430,3_merged_1068303,1064076,
b_55212,0,10812,0,0,River Heights,77430,3_merged_1068303,1064071,
b_55213,0,10812,0,0,River Heights,77430,3_merged_1068303,1064070,
b_55212,0,10812,0,0,River Heights,77430,3_merged_1068303,1064073,
b_55213,0,10812,0,0,River Heights,77430,3_merged_1068303,1064072,
b_55212,0,10812,0,1,City Centre,77431,3_merged_1068303,1064079,
b_55213,0,10812,0,1,City Centre,77431,3_merged_1068303,1064078,
a_54755,0,10728,0,0,City Centre,76761,1_merged_1068297,1046923,
a_54756,0,10728,0,0,City Centre,76761,1_merged_1068297,1046922,
a_54754,0,10728,0,0,City Centre,76761,1_merged_1068297,1046921,
a_54757,0,10728,0,0,City Centre,76761,1_merged_1068297,1046920,
a_54755,0,10728,0,0,City Centre,76761,1_merged_1068297,1046927,
a_54756,0,10728,0,0,City Centre,76761,1_merged_1068297,1046926,
a_54754,0,10728,0,0,City Centre,76761,1_merged_1068297,1046925,
a_54757,0,10728,0,0,City Centre,76761,1_merged_1068297,1046924,
a_54754,0,10728,0,0,City Centre,76761,1_merged_1068297,1046929,
a_54757,0,10728,0,0,City Centre,76761,1_merged_1068297,1046928,
b_55272,0,10824,0,1,University,77489,2_merged_1068304,1065308,
b_55274,0,10824,0,1,University,77489,2_merged_1068304,1065309,
b_55182,0,10859,0,0,University via Taylor,77611,2_merged_1068304,1067282,
b_55118,0,10807,0,0,Riversdale,77413,3_merged_1068303,1063661,
b_55334,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066978,
b_55333,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066979,
b_55169,0,10861,0,0,Centre Mall,77623,1_merged_1068301,1067563,
b_55334,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066972,
b_55333,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066973,
b_55334,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066970,
b_55333,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066971,
b_55334,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066976,
b_55333,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066977,
b_55334,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066974,
b_55333,0,10857,0,1,Hampton Village,77601,2_merged_1068304,1066975,
b_55184,0,10860,0,1,Centre Mall via Main,77620,3_merged_1068303,1067561,
b_55203,0,10811,0,0,Airport,77424,2_merged_1068304,1063889,
b_55119,0,10807,0,0,Riversdale,77413,3_merged_1068303,1063664,
b_55119,0,10807,0,0,Riversdale,77413,3_merged_1068303,1063666,
a_54933,0,10752,0,0,Forest Grove,76891,2_merged_1068300,1050128,
a_54932,0,10752,0,0,Forest Grove,76889,2_merged_1068300,1050129,
a_55006,0,10752,0,1,University,77084,1_merged_1068297,1054325,
b_55202,0,10811,0,0,Airport,77424,2_merged_1068304,1063884,
a_54927,0,10752,0,1,Forest Grove,76895,1_merged_1068297,1050120,
a_54928,0,10752,0,1,University,76894,1_merged_1068297,1050121,
a_54928,0,10752,0,1,Forest Grove,76895,1_merged_1068297,1050122,
a_54927,0,10752,0,1,University,76894,1_merged_1068297,1050123,
a_54927,0,10752,0,1,Forest Grove,76895,1_merged_1068297,1050124,
a_54928,0,10752,0,1,University,76894,1_merged_1068297,1050125,
a_54932,0,10752,0,0,Forest Grove,76891,2_merged_1068300,1050126,
a_54933,0,10752,0,0,Forest Grove,76889,2_merged_1068300,1050127,
b_55145,0,10811,0,0,Airport,77424,2_merged_1068304,1063886,
b_55203,0,10811,0,0,Airport,77424,2_merged_1068304,1063881,
b_55202,0,10811,0,0,Airport,77424,2_merged_1068304,1063880,
b_55318,0,10858,0,1,Kensington via City Centre,77607,2_merged_1068304,1067135,
b_55171,0,10861,0,1,Stonebridge,77625,1_merged_1068301,1067623,
b_55201,0,10811,0,0,Airport,77424,2_merged_1068304,1063883,
b_55317,0,10858,0,1,Kensington via City Centre,77607,2_merged_1068304,1067134,
b_55145,0,10811,0,0,Airport,77424,2_merged_1068304,1063882,
b_55316,0,10858,0,1,Kensington via City Centre,77607,2_merged_1068304,1067137,
b_55298,0,10837,0,0,Silverwood Heights,77522,2_merged_1068304,1065751,
b_55146,0,10825,0,0,Lawson Heights,77491,2_merged_1068304,1065458,
a_54799,0,10732,0,1,City Centre,76789,1_merged_1068297,1047673,
b_55319,0,10858,0,1,Kensington via City Centre,77607,2_merged_1068304,1067131,
b_55318,0,10858,0,1,Kensington via City Centre,77607,2_merged_1068304,1067130,
b_55174,0,10861,0,1,Stonebridge,77625,1_merged_1068301,1067622,
b_55316,0,10858,0,1,Kensington via City Centre,77607,2_merged_1068304,1067133,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066356,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066357,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066354,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066355,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066352,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066353,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066350,
b_55284,0,10843,0,1,University,77547,3_merged_1068303,1066351,
b_55160,0,10862,0,0,Centre Mall,77628,1_merged_1068301,1067625,
b_55148,0,10825,0,0,Lawson Heights,77491,3_merged_1068303,1065523,
b_55167,0,10862,0,0,Centre Mall,77628,1_merged_1068301,1067624,
a_54972,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052179,
a_54971,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052178,
a_54967,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052175,
a_54972,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052174,
a_54970,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052177,
a_54973,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052176,
a_54969,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052171,
a_54967,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052170,
a_54971,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052173,
a_54970,0,10787,0,0,University via City Centre,77043,1_merged_1068297,1052172,
b_55173,0,10806,0,1,City Centre,77410,1_merged_1068301,1063458,
b_55164,0,10806,0,1,City Centre,77410,1_merged_1068301,1063459,
a_54797,0,10732,0,0,Civic Operations Centre,77109,1_merged_1068297,1047570,
b_55172,0,10806,0,1,City Centre,77410,1_merged_1068301,1063452,
b_55168,0,10806,0,1,City Centre,77410,1_merged_1068301,1063453,
